day,proba,labels
3,0.5847292,0
3,0.4752994,0
3,0.47067314,0
3,0.58479667,0
3,0.60382104,0
3,0.604175,0
3,0.6021046,0
3,0.6013973,0
3,0.5993771,0
3,0.59838486,0
3,0.59569144,0
3,0.5947146,0
3,0.6642951,0
3,0.6512704,0
3,0.6349071,0
3,0.63435555,0
3,0.63409317,0
3,0.63518405,0
3,0.6348783,0
3,0.63473827,0
3,0.6360344,0
3,0.6369153,0
3,0.6380155,0
3,0.63687587,0
3,0.627307,0
3,0.614786,0
3,0.61362714,0
3,0.61238104,0
3,0.6144537,0
3,0.6106389,0
3,0.6111785,0
3,0.6105891,0
3,0.6104827,0
3,0.61044395,0
3,0.61028934,0
3,0.6106264,0
3,0.6115666,0
3,0.6115701,0
3,0.61211884,0
3,0.6064757,0
3,0.59905154,0
3,0.5943373,0
3,0.59413695,0
3,0.59315825,0
3,0.59374875,0
3,0.59530103,0
3,0.5962801,0
3,0.5964783,0
3,0.59657395,0
3,0.5966103,0
3,0.59832174,0
3,0.59744453,0
3,0.59707665,0
3,0.5962317,0
3,0.5969507,0
3,0.5979332,0
3,0.5987418,0
3,0.59949213,0
3,0.60028833,0
3,0.59964013,0
3,0.59937763,0
3,0.5991921,0
3,0.5995176,0
3,0.59873646,0
3,0.59938776,0
3,0.5995755,0
3,0.5997498,0
3,0.6000272,0
3,0.600853,0
3,0.60086334,0
3,0.6012584,0
3,0.6008949,0
3,0.6007913,0
3,0.6001069,0
3,0.59995574,0
3,0.6001692,0
3,0.6004991,0
3,0.5998611,0
3,0.6004365,0
3,0.60034454,0
3,0.6000261,0
3,0.59964406,0
3,0.5890404,0
3,0.5177942,0
3,0.534594,0
3,0.5415616,0
3,0.54578644,0
3,0.54904455,0
3,0.550108,0
3,0.5502338,0
3,0.5509736,0
3,0.5495231,0
3,0.5485767,0
3,0.54721105,0
3,0.5510257,0
3,0.5607445,0
3,0.5728297,0
3,0.57307327,0
3,0.5743329,0
3,0.5710151,0
3,0.5758896,0
3,0.5751727,0
3,0.5752727,0
3,0.575041,0
3,0.5754036,0
3,0.5753435,0
3,0.5751296,0
3,0.57400566,0
3,0.57430685,0
3,0.57468665,0
3,0.5792681,0
3,0.5876463,0
3,0.5898742,0
3,0.58956635,0
3,0.589539,0
3,0.5887027,0
3,0.58810747,0
3,0.58779055,0
3,0.5876118,0
3,0.5873645,0
3,0.5874107,0
3,0.5885323,0
3,0.5730548,0
3,0.58038884,0
3,0.58868665,0
3,0.5827151,0
3,0.5750549,0
3,0.5685218,0
3,0.56430393,0
3,0.55980563,0
3,0.5547611,0
3,0.5569444,0
3,0.55169976,0
3,0.5483691,0
3,0.5468965,0
3,0.5428666,0
3,0.5416393,0
3,0.5386809,0
3,0.5374315,0
3,0.5347657,0
3,0.53368646,0
3,0.5322291,0
3,0.5307626,0
3,0.5276511,0
3,0.5273935,0
3,0.5248592,0
3,0.52348834,0
3,0.5203876,0
3,0.5188709,0
3,0.51744354,0
3,0.515847,0
3,0.51257676,0
3,0.5118667,0
3,0.5097398,0
3,0.50902706,0
3,0.50652117,0
3,0.5053289,0
3,0.5030147,0
3,0.50183785,0
3,0.4984528,0
3,0.49801275,0
3,0.49551567,0
3,0.4939282,0
3,0.49209747,0
3,0.49118602,0
3,0.48915753,0
3,0.48800623,0
3,0.48575664,0
3,0.48478168,0
3,0.48005223,0
3,0.47699335,0
3,0.4728685,0
3,0.4703434,0
3,0.4678737,0
3,0.4655303,0
3,0.46163785,0
3,0.45997208,0
3,0.45726067,0
3,0.4562144,0
3,0.45291042,0
3,0.45199367,0
3,0.45080805,0
3,0.44920376,0
3,0.44629544,0
3,0.44655427,0
3,0.4441031,0
3,0.44286546,0
3,0.4392745,0
3,0.43791056,0
3,0.43633407,0
3,0.43504488,0
3,0.43223166,0
3,0.43383533,0
3,0.44174132,0
3,0.4637002,0
3,0.25910512,0
3,0.27023214,0
3,0.28310448,0
3,0.28629184,0
3,0.29724497,0
3,0.30102056,0
3,0.31091267,0
3,0.31054175,0
3,0.3241364,0
3,0.32677656,0
3,0.33618706,0
3,0.33795792,0
3,0.21637934,0
3,0.1495147,0
3,0.123936236,0
3,0.100750655,0
3,0.073700905,0
3,0.03474927,0
3,0.03237331,0
3,0.023598075,0
3,0.0178065,0
3,0.01401937,0
3,0.011482,0
3,0.009910822,0
3,0.013229668,0
3,0.0121564865,0
3,0.0050835907,0
3,0.0047563612,0
3,0.004737526,0
3,0.0044463575,0
3,0.004279256,0
3,0.0049282014,0
3,0.006893784,0
3,0.006356269,0
3,0.003923148,0
3,0.0032567382,0
3,0.00315547,0
3,0.0031442642,0
3,0.0038238168,0
3,0.00401628,0
3,0.0040172637,0
3,0.0040364265,0
3,0.0042915344,0
3,0.004011482,0
3,0.003878057,0
3,0.0037490726,0
3,0.0037064254,0
3,0.003599912,0
3,0.0036269724,0
3,0.0035330653,0
3,0.0036999285,0
3,0.004119724,0
3,0.0039268434,0
3,0.003741473,0
3,0.0037026405,0
3,0.00354895,0
3,0.003780812,0
3,0.0044472516,0
3,0.0042074025,0
3,0.0019937456,0
