dataset,Ts,Te,TP,FN,FP,TPR,FP/TP,ratio
7,0.65,0.35,18,4,80,0.818,4.444,0.17647058823529413
7,0.65,0.4,18,4,82,0.818,4.556,0.17307692307692307
7,0.65,0.45,18,4,84,0.818,4.667,0.16981132075471694
7,0.7,0.1,17,5,35,0.773,2.059,0.2982456140350877
7,0.7,0.15,18,4,45,0.818,2.5,0.26865671641791045
7,0.7,0.2,16,6,59,0.727,3.688,0.19753086419753085
7,0.7,0.25,15,7,70,0.682,4.667,0.16304347826086954
7,0.7,0.3,15,7,73,0.682,4.867,0.15789473684210525
7,0.7,0.35,15,7,78,0.682,5.2,0.15
7,0.7,0.4,15,7,79,0.682,5.267,0.1485148514851485
7,0.7,0.45,14,8,82,0.636,5.857,0.1346153846153846
7,0.75,0.1,17,5,32,0.773,1.882,0.3148148148148148
7,0.75,0.15,18,4,41,0.818,2.278,0.2857142857142857
7,0.75,0.2,16,6,52,0.727,3.25,0.21621621621621626
7,0.75,0.25,15,7,63,0.682,4.2,0.17647058823529413
7,0.75,0.3,15,7,65,0.682,4.333,0.1724137931034483
7,0.75,0.35,15,7,68,0.682,4.533,0.16666666666666666
7,0.75,0.4,15,7,69,0.682,4.6,0.16483516483516486
7,0.75,0.45,13,9,76,0.591,5.846,0.1326530612244898
7,0.8,0.1,17,5,33,0.773,1.941,0.3090909090909091
7,0.8,0.15,18,4,40,0.818,2.222,0.2903225806451613
7,0.8,0.2,15,7,51,0.682,3.4,0.2054794520547945
7,0.8,0.25,14,8,58,0.636,4.143,0.175
7,0.8,0.3,14,8,60,0.636,4.2860000000000005,0.17073170731707318
7,0.8,0.35,14,8,63,0.636,4.5,0.16470588235294115
7,0.8,0.4,14,8,67,0.636,4.7860000000000005,0.15730337078651685
7,0.8,0.45,13,9,71,0.591,5.4620000000000015,0.13978494623655913
7,0.85,0.1,17,5,27,0.773,1.588,0.3469387755102041
7,0.85,0.15,18,4,33,0.818,1.833,0.3272727272727273
7,0.85,0.2,15,7,37,0.682,2.467,0.2542372881355932
7,0.85,0.25,14,8,41,0.636,2.929,0.2222222222222222
7,0.85,0.3,14,8,43,0.636,3.071,0.2153846153846154
7,0.85,0.35,14,8,45,0.636,3.214,0.20895522388059695
7,0.85,0.4,14,8,48,0.636,3.429,0.2
7,0.85,0.45,13,9,51,0.591,3.923,0.1780821917808219
8,0.5,0.1,20,2,36,0.909,1.8,0.3448275862068966
8,0.5,0.15,20,2,36,0.909,1.8,0.3448275862068966
8,0.5,0.2,20,2,36,0.909,1.8,0.3448275862068966
8,0.5,0.25,20,2,35,0.909,1.75,0.3508771929824561
8,0.5,0.3,20,2,35,0.909,1.75,0.3508771929824561
8,0.5,0.35,20,2,34,0.909,1.7,0.35714285714285715
8,0.5,0.4,20,2,34,0.909,1.7,0.35714285714285715
8,0.5,0.45,20,2,33,0.909,1.65,0.3636363636363637
8,0.55,0.1,20,2,33,0.909,1.65,0.3636363636363637
8,0.55,0.15,20,2,33,0.909,1.65,0.3636363636363637
8,0.55,0.2,20,2,33,0.909,1.65,0.3636363636363637
8,0.55,0.25,20,2,31,0.909,1.55,0.37735849056603776
8,0.55,0.3,20,2,30,0.909,1.5,0.38461538461538464
8,0.55,0.35,20,2,30,0.909,1.5,0.38461538461538464
8,0.55,0.4,20,2,30,0.909,1.5,0.38461538461538464
8,0.55,0.45,20,2,29,0.909,1.45,0.3921568627450979
8,0.6,0.1,20,2,29,0.909,1.45,0.3921568627450979
8,0.6,0.15,20,2,29,0.909,1.45,0.3921568627450979
8,0.6,0.2,20,2,30,0.909,1.5,0.38461538461538464
8,0.6,0.25,20,2,29,0.909,1.45,0.3921568627450979
8,0.6,0.3,20,2,29,0.909,1.45,0.3921568627450979
8,0.6,0.35,20,2,29,0.909,1.45,0.3921568627450979
8,0.6,0.4,20,2,29,0.909,1.45,0.3921568627450979
8,0.6,0.45,20,2,27,0.909,1.35,0.4081632653061225
8,0.65,0.1,20,2,27,0.909,1.35,0.4081632653061225
8,0.65,0.15,20,2,27,0.909,1.35,0.4081632653061225
8,0.65,0.2,20,2,28,0.909,1.4,0.4
8,0.65,0.25,20,2,28,0.909,1.4,0.4
8,0.65,0.3,20,2,28,0.909,1.4,0.4
8,0.65,0.35,20,2,27,0.909,1.35,0.4081632653061225
8,0.65,0.4,20,2,26,0.909,1.3,0.4166666666666667
8,0.65,0.45,20,2,24,0.909,1.2,0.43478260869565216
8,0.7,0.1,20,2,21,0.909,1.05,0.4651162790697674
8,0.7,0.15,20,2,21,0.909,1.05,0.4651162790697674
8,0.7,0.2,20,2,22,0.909,1.1,0.4545454545454545
8,0.7,0.25,20,2,22,0.909,1.1,0.4545454545454545
8,0.7,0.3,20,2,22,0.909,1.1,0.4545454545454545
8,0.7,0.35,20,2,21,0.909,1.05,0.4651162790697674
8,0.7,0.4,20,2,21,0.909,1.05,0.4651162790697674
8,0.7,0.45,20,2,21,0.909,1.05,0.4651162790697674
8,0.75,0.1,20,2,19,0.909,0.95,0.4878048780487805
8,0.75,0.15,20,2,19,0.909,0.95,0.4878048780487805
8,0.75,0.2,20,2,20,0.909,1.0,0.4761904761904762
8,0.75,0.25,20,2,20,0.909,1.0,0.4761904761904762
8,0.75,0.3,20,2,20,0.909,1.0,0.4761904761904762
8,0.75,0.35,20,2,21,0.909,1.05,0.4651162790697674
8,0.75,0.4,20,2,21,0.909,1.05,0.4651162790697674
8,0.75,0.45,20,2,21,0.909,1.05,0.4651162790697674
8,0.8,0.1,20,2,16,0.909,0.8,0.5263157894736842
8,0.8,0.15,20,2,16,0.909,0.8,0.5263157894736842
8,0.8,0.2,20,2,17,0.909,0.85,0.5128205128205128
8,0.8,0.25,20,2,17,0.909,0.85,0.5128205128205128
8,0.8,0.3,20,2,17,0.909,0.85,0.5128205128205128
8,0.8,0.35,20,2,18,0.909,0.9,0.5
8,0.8,0.4,20,2,18,0.909,0.9,0.5
8,0.8,0.45,20,2,18,0.909,0.9,0.5
8,0.85,0.1,20,2,14,0.909,0.7,0.5555555555555556
8,0.85,0.15,20,2,14,0.909,0.7,0.5555555555555556
8,0.85,0.2,20,2,14,0.909,0.7,0.5555555555555556
8,0.85,0.25,20,2,13,0.909,0.65,0.5714285714285714
8,0.85,0.3,20,2,13,0.909,0.65,0.5714285714285714
8,0.85,0.35,20,2,14,0.909,0.7,0.5555555555555556
8,0.85,0.4,20,2,14,0.909,0.7,0.5555555555555556
8,0.85,0.45,20,2,14,0.909,0.7,0.5555555555555556
