,loss,accuracy,val_loss,val_accuracy,lr
0,0.7633101940155029,0.7458906173706055,0.7414937615394592,0.6519190669059753,0.0010000000474974513
1,0.5172526240348816,0.774570643901825,0.49584951996803284,0.8126639127731323,0.0010000000474974513
2,0.4952493906021118,0.7862215042114258,0.40448272228240967,0.8770262002944946,0.0010000000474974513
3,0.4842630624771118,0.7911658883094788,0.36794543266296387,0.9018095135688782,0.0010000000474974513
4,0.4775412380695343,0.7941377758979797,0.609918475151062,0.7384415864944458,0.0010000000474974513
5,0.4727437198162079,0.7960181832313538,0.4308760464191437,0.8521929979324341,0.0010000000474974513
6,0.4687553942203522,0.7976882457733154,0.36130836606025696,0.8984377980232239,0.0010000000474974513
7,0.4639137387275696,0.8004365563392639,0.35940665006637573,0.8957315683364868,0.0010000000474974513
8,0.46257877349853516,0.8012650012969971,0.39446544647216797,0.8748301863670349,0.0010000000474974513
9,0.4595326781272888,0.8035793900489807,0.5109316110610962,0.7994875907897949,0.0010000000474974513
10,0.4574156701564789,0.8043815493583679,0.3940201699733734,0.8740371465682983,0.0010000000474974513
11,0.44488465785980225,0.8107724189758301,0.41830381751060486,0.8568679690361023,0.00010000000474974513
12,0.4437500238418579,0.8099571466445923,0.46370506286621094,0.8286851644515991,0.00010000000474974513
13,0.44303297996520996,0.8107198476791382,0.44162389636039734,0.841894805431366,0.00010000000474974513
14,0.44117027521133423,0.8116534948348999,0.4374315142631531,0.8440299034118652,1.0000000656873453e-05
15,0.44102951884269714,0.8114825487136841,0.41546952724456787,0.8579493761062622,1.0000000656873453e-05
16,0.4409602880477905,0.8114036321640015,0.4286813735961914,0.8494923114776611,1.0000000656873453e-05
17,0.440773606300354,0.8116666078567505,0.4223335087299347,0.8536626100540161,1.0000001111620804e-06
18,0.4407525658607483,0.8118507266044617,0.4230136275291443,0.8532300591468811,1.0000001111620804e-06
19,0.4407477378845215,0.8117455244064331,0.4253636300563812,0.8516107201576233,1.0000001111620804e-06
