,loss,accuracy,val_loss,val_accuracy,lr
0,0.755645751953125,0.7515752911567688,0.5319769382476807,0.7681159377098083,0.0010000000474974513
1,0.5160565376281738,0.7736557722091675,0.5067325234413147,0.776727557182312,0.0010000000474974513
2,0.49771013855934143,0.780508279800415,0.5130264163017273,0.7708464860916138,0.0010000000474974513
3,0.49062472581863403,0.7833569645881653,0.5234106183052063,0.762969970703125,0.0010000000474974513
4,0.48565712571144104,0.7873608469963074,0.485154390335083,0.7877546548843384,0.0010000000474974513
5,0.48034659028053284,0.7905639410018921,0.4818632900714874,0.7908002734184265,0.0010000000474974513
6,0.47667065262794495,0.7913516163825989,0.4900193214416504,0.7836064100265503,0.0010000000474974513
7,0.47352927923202515,0.7939114570617676,0.48263031244277954,0.7889624238014221,0.0010000000474974513
8,0.47184449434280396,0.7954999208450317,0.49974560737609863,0.7756248712539673,0.0010000000474974513
9,0.45926979184150696,0.8017091751098633,0.46683913469314575,0.7984141707420349,0.00010000000474974513
10,0.4582366347312927,0.8023918271064758,0.4670930504798889,0.7987817525863647,0.00010000000474974513
11,0.4576018750667572,0.802444338798523,0.46772655844688416,0.795106053352356,0.00010000000474974513
12,0.45724523067474365,0.8021161556243896,0.46462416648864746,0.7984141707420349,0.00010000000474974513
13,0.45653441548347473,0.8020898699760437,0.4645249843597412,0.7974165081977844,0.00010000000474974513
14,0.45549169182777405,0.8031532168388367,0.4642021358013153,0.7982566952705383,0.00010000000474974513
15,0.4551324248313904,0.8025624752044678,0.46377161145210266,0.7980466485023499,0.00010000000474974513
16,0.454783171415329,0.8027462959289551,0.46264365315437317,0.8004620671272278,0.00010000000474974513
17,0.45405060052871704,0.8031663298606873,0.4624475836753845,0.8005145788192749,0.00010000000474974513
18,0.4540480673313141,0.8036258220672607,0.46197518706321716,0.8006196022033691,0.00010000000474974513
19,0.4531380832195282,0.8036258220672607,0.462843656539917,0.8001470565795898,0.00010000000474974513
