,loss,accuracy,val_loss,val_accuracy,lr
0,2.066787004470825,0.6659409999847412,1.6872196197509766,0.8007736802101135,0.0010000000474974513
1,1.3839712142944336,0.8173681497573853,1.1293329000473022,0.8355899453163147,0.0010000000474974513
2,0.9649850726127625,0.8640542030334473,0.838225781917572,0.8936170339584351,0.0010000000474974513
3,0.7773542404174805,0.8783260583877563,0.7483711242675781,0.8907156586647034,0.0010000000474974513
4,0.6665533781051636,0.894049346446991,0.6214005947113037,0.9003868699073792,0.0010000000474974513
5,0.5832180976867676,0.8957425951957703,0.5596393346786499,0.9110251665115356,0.0010000000474974513
6,0.5427535176277161,0.8928398489952087,0.5377286672592163,0.8936170339584351,0.0010000000474974513
7,0.4919813573360443,0.9022738337516785,0.48307281732559204,0.9061895608901978,0.0010000000474974513
8,0.4620515704154968,0.9015481472015381,0.45710670948028564,0.9100580215454102,0.0010000000474974513
9,0.46148374676704407,0.896710216999054,0.4612284302711487,0.896518349647522,0.0010000000474974513
10,0.42760688066482544,0.910498321056366,0.43878373503685,0.8887814283370972,0.0010000000474974513
11,0.40942326188087463,0.9061441421508789,0.44047752022743225,0.8936170339584351,0.0010000000474974513
12,0.41404563188552856,0.9008224606513977,0.39895665645599365,0.9129593968391418,0.0010000000474974513
13,0.3909379839897156,0.9107401967048645,0.3951527774333954,0.9158607125282288,0.0010000000474974513
14,0.3785395324230194,0.9114658832550049,0.3728589713573456,0.914893627166748,0.0010000000474974513
15,0.36374104022979736,0.913159191608429,0.3824058473110199,0.9052224159240723,0.0010000000474974513
16,0.3700281083583832,0.910498321056366,0.35033556818962097,0.9168278574943542,0.0010000000474974513
17,0.3411579430103302,0.9194484949111938,0.3605232238769531,0.9023211002349854,0.0010000000474974513
18,0.34062546491622925,0.9155781269073486,0.358009934425354,0.9042553305625916,0.0010000000474974513
19,0.337371826171875,0.9150943160057068,0.35852423310279846,0.8994197249412537,0.0010000000474974513
