dataset,Ts,Te,TP,FN,FP,TPR,FP/TP,ratio
cameron,0.5,0.35,18,4,72,0.818,4.0,0.19148936170212766
cameron,0.5,0.4,18,4,75,0.818,4.167,0.18556701030927836
cameron,0.5,0.45,18,4,77,0.818,4.2780000000000005,0.18181818181818182
cameron,0.55,0.1,18,4,33,0.818,1.833,0.32727272727272727
cameron,0.55,0.15,19,3,42,0.8640000000000001,2.211,0.296875
cameron,0.55,0.2,19,3,51,0.8640000000000001,2.684,0.2602739726027397
cameron,0.55,0.25,18,4,64,0.818,3.556,0.20930232558139536
cameron,0.55,0.3,18,4,69,0.818,3.833,0.1978021978021978
cameron,0.55,0.35,18,4,75,0.818,4.167,0.18556701030927836
cameron,0.55,0.4,18,4,80,0.818,4.444,0.17647058823529413
cameron,0.55,0.45,18,4,83,0.818,4.6110000000000015,0.17142857142857143
cameron,0.6,0.1,18,4,37,0.818,2.056,0.3050847457627119
cameron,0.6,0.15,19,3,47,0.8640000000000001,2.474,0.2753623188405797
cameron,0.6,0.2,19,3,58,0.8640000000000001,3.053,0.2375
cameron,0.6,0.25,18,4,73,0.818,4.056,0.18947368421052632
cameron,0.6,0.3,18,4,80,0.818,4.444,0.17647058823529413
cameron,0.6,0.35,18,4,84,0.818,4.667,0.16981132075471697
cameron,0.6,0.4,18,4,88,0.818,4.8889999999999985,0.16363636363636364
cameron,0.6,0.45,18,4,88,0.818,4.8889999999999985,0.16363636363636364
cameron,0.65,0.1,18,4,36,0.818,2.0,0.3103448275862069
cameron,0.65,0.15,19,3,48,0.8640000000000001,2.526,0.2714285714285714
cameron,0.65,0.2,19,3,59,0.8640000000000001,3.105,0.2345679012345679
cameron,0.65,0.25,18,4,72,0.818,4.0,0.19148936170212766
cameron,0.65,0.3,18,4,77,0.818,4.2780000000000005,0.18181818181818182
cameron,0.65,0.35,18,4,80,0.818,4.444,0.17647058823529413
cameron,0.65,0.4,18,4,82,0.818,4.556,0.17307692307692307
cameron,0.65,0.45,18,4,84,0.818,4.667,0.16981132075471697
cameron,0.7,0.1,17,5,35,0.773,2.059,0.2982456140350877
cameron,0.7,0.15,18,4,45,0.818,2.5,0.26865671641791045
cameron,0.7,0.2,16,6,59,0.727,3.688,0.19753086419753085
cameron,0.7,0.25,15,7,70,0.682,4.667,0.16304347826086957
cameron,0.7,0.3,15,7,73,0.682,4.867,0.15789473684210525
cameron,0.7,0.35,15,7,78,0.682,5.2,0.15
cameron,0.7,0.4,15,7,79,0.682,5.267,0.1485148514851485
cameron,0.7,0.45,14,8,82,0.636,5.857,0.1346153846153846
cameron,0.75,0.1,17,5,32,0.773,1.882,0.3148148148148148
cameron,0.75,0.15,18,4,41,0.818,2.278,0.2857142857142857
cameron,0.75,0.2,16,6,52,0.727,3.25,0.21621621621621623
cameron,0.75,0.25,15,7,63,0.682,4.2,0.17647058823529413
cameron,0.75,0.3,15,7,65,0.682,4.333,0.1724137931034483
cameron,0.75,0.35,15,7,68,0.682,4.533,0.16666666666666666
cameron,0.75,0.4,15,7,69,0.682,4.6,0.16483516483516483
cameron,0.75,0.45,13,9,76,0.591,5.846,0.1326530612244898
cameron,0.8,0.1,17,5,33,0.773,1.941,0.3090909090909091
cameron,0.8,0.15,18,4,40,0.818,2.222,0.2903225806451613
cameron,0.8,0.2,15,7,51,0.682,3.4,0.2054794520547945
cameron,0.8,0.25,14,8,58,0.636,4.143,0.175
cameron,0.8,0.3,14,8,60,0.636,4.2860000000000005,0.17073170731707318
cameron,0.8,0.35,14,8,63,0.636,4.5,0.16470588235294117
cameron,0.8,0.4,14,8,67,0.636,4.7860000000000005,0.15730337078651685
cameron,0.8,0.45,13,9,71,0.591,5.4620000000000015,0.13978494623655913
cameron,0.85,0.1,17,5,27,0.773,1.588,0.3469387755102041
cameron,0.85,0.15,18,4,33,0.818,1.833,0.32727272727272727
cameron,0.85,0.2,15,7,37,0.682,2.467,0.2542372881355932
cameron,0.85,0.25,14,8,41,0.636,2.929,0.2222222222222222
cameron,0.85,0.3,14,8,43,0.636,3.071,0.2153846153846154
cameron,0.85,0.35,14,8,45,0.636,3.214,0.208955223880597
cameron,0.85,0.4,14,8,48,0.636,3.429,0.2
cameron,0.85,0.45,13,9,51,0.591,3.923,0.1780821917808219
zeyu,0.5,0.1,20,2,36,0.909,1.8,0.3448275862068966
zeyu,0.5,0.15,20,2,36,0.909,1.8,0.3448275862068966
zeyu,0.5,0.2,20,2,36,0.909,1.8,0.3448275862068966
zeyu,0.5,0.25,20,2,35,0.909,1.75,0.3508771929824561
zeyu,0.5,0.3,20,2,35,0.909,1.75,0.3508771929824561
zeyu,0.5,0.35,20,2,34,0.909,1.7,0.35714285714285715
zeyu,0.5,0.4,20,2,34,0.909,1.7,0.35714285714285715
zeyu,0.5,0.45,20,2,33,0.909,1.65,0.36363636363636365
zeyu,0.55,0.1,20,2,33,0.909,1.65,0.36363636363636365
zeyu,0.55,0.15,20,2,33,0.909,1.65,0.36363636363636365
zeyu,0.55,0.2,20,2,33,0.909,1.65,0.36363636363636365
zeyu,0.55,0.25,20,2,31,0.909,1.55,0.37735849056603776
zeyu,0.55,0.3,20,2,30,0.909,1.5,0.38461538461538464
zeyu,0.55,0.35,20,2,30,0.909,1.5,0.38461538461538464
zeyu,0.55,0.4,20,2,30,0.909,1.5,0.38461538461538464
zeyu,0.55,0.45,20,2,29,0.909,1.45,0.39215686274509803
zeyu,0.6,0.1,20,2,29,0.909,1.45,0.39215686274509803
zeyu,0.6,0.15,20,2,29,0.909,1.45,0.39215686274509803
zeyu,0.6,0.2,20,2,30,0.909,1.5,0.38461538461538464
zeyu,0.6,0.25,20,2,29,0.909,1.45,0.39215686274509803
zeyu,0.6,0.3,20,2,29,0.909,1.45,0.39215686274509803
zeyu,0.6,0.35,20,2,29,0.909,1.45,0.39215686274509803
zeyu,0.6,0.4,20,2,29,0.909,1.45,0.39215686274509803
zeyu,0.6,0.45,20,2,27,0.909,1.35,0.40816326530612246
zeyu,0.65,0.1,20,2,27,0.909,1.35,0.40816326530612246
zeyu,0.65,0.15,20,2,27,0.909,1.35,0.40816326530612246
zeyu,0.65,0.2,20,2,28,0.909,1.4,0.4
zeyu,0.65,0.25,20,2,28,0.909,1.4,0.4
zeyu,0.65,0.3,20,2,28,0.909,1.4,0.4
zeyu,0.65,0.35,20,2,27,0.909,1.35,0.40816326530612246
zeyu,0.65,0.4,20,2,26,0.909,1.3,0.4166666666666667
zeyu,0.65,0.45,20,2,24,0.909,1.2,0.43478260869565216
zeyu,0.7,0.1,20,2,21,0.909,1.05,0.46511627906976744
zeyu,0.7,0.15,20,2,21,0.909,1.05,0.46511627906976744
zeyu,0.7,0.2,20,2,22,0.909,1.1,0.45454545454545453
zeyu,0.7,0.25,20,2,22,0.909,1.1,0.45454545454545453
zeyu,0.7,0.3,20,2,22,0.909,1.1,0.45454545454545453
zeyu,0.7,0.35,20,2,21,0.909,1.05,0.46511627906976744
zeyu,0.7,0.4,20,2,21,0.909,1.05,0.46511627906976744
zeyu,0.7,0.45,20,2,21,0.909,1.05,0.46511627906976744
zeyu,0.75,0.1,20,2,19,0.909,0.95,0.4878048780487805
zeyu,0.75,0.15,20,2,19,0.909,0.95,0.4878048780487805
zeyu,0.75,0.2,20,2,20,0.909,1.0,0.47619047619047616
zeyu,0.75,0.25,20,2,20,0.909,1.0,0.47619047619047616
zeyu,0.75,0.3,20,2,20,0.909,1.0,0.47619047619047616
zeyu,0.75,0.35,20,2,21,0.909,1.05,0.46511627906976744
zeyu,0.75,0.4,20,2,21,0.909,1.05,0.46511627906976744
zeyu,0.75,0.45,20,2,21,0.909,1.05,0.46511627906976744
zeyu,0.8,0.1,20,2,16,0.909,0.8,0.5263157894736842
zeyu,0.8,0.15,20,2,16,0.909,0.8,0.5263157894736842
zeyu,0.8,0.2,20,2,17,0.909,0.85,0.5128205128205128
zeyu,0.8,0.25,20,2,17,0.909,0.85,0.5128205128205128
zeyu,0.8,0.3,20,2,17,0.909,0.85,0.5128205128205128
zeyu,0.8,0.35,20,2,18,0.909,0.9,0.5
zeyu,0.8,0.4,20,2,18,0.909,0.9,0.5
zeyu,0.8,0.45,20,2,18,0.909,0.9,0.5
zeyu,0.85,0.1,20,2,14,0.909,0.7,0.5555555555555556
zeyu,0.85,0.15,20,2,14,0.909,0.7,0.5555555555555556
zeyu,0.85,0.2,20,2,14,0.909,0.7,0.5555555555555556
zeyu,0.85,0.25,20,2,13,0.909,0.65,0.5714285714285714
zeyu,0.85,0.3,20,2,13,0.909,0.65,0.5714285714285714
zeyu,0.85,0.35,20,2,14,0.909,0.7,0.5555555555555556
zeyu,0.85,0.4,20,2,14,0.909,0.7,0.5555555555555556
zeyu,0.85,0.45,20,2,14,0.909,0.7,0.5555555555555556
mohammad,0.5,0.1,5,3,33,0.625,6.6,0.12195121951219512
mohammad,0.5,0.15,5,3,34,0.625,6.8,0.11904761904761904
mohammad,0.5,0.2,5,3,34,0.625,6.8,0.11904761904761904
mohammad,0.5,0.25,5,3,35,0.625,7.0,0.11627906976744186
mohammad,0.5,0.3,5,3,34,0.625,6.8,0.11904761904761904
mohammad,0.5,0.35,5,3,35,0.625,7.0,0.11627906976744186
mohammad,0.5,0.4,5,3,36,0.625,7.2,0.11363636363636363
mohammad,0.5,0.45,5,3,35,0.625,7.0,0.11627906976744186
mohammad,0.55,0.1,5,3,30,0.625,6.0,0.13157894736842105
mohammad,0.55,0.15,5,3,31,0.625,6.2,0.1282051282051282
mohammad,0.55,0.2,5,3,31,0.625,6.2,0.1282051282051282
mohammad,0.55,0.25,5,3,32,0.625,6.4,0.125
mohammad,0.55,0.3,5,3,32,0.625,6.4,0.125
mohammad,0.55,0.35,5,3,33,0.625,6.6,0.12195121951219512
mohammad,0.55,0.4,5,3,35,0.625,7.0,0.11627906976744186
mohammad,0.55,0.45,5,3,35,0.625,7.0,0.11627906976744186
mohammad,0.6,0.1,5,3,33,0.625,6.6,0.12195121951219512
mohammad,0.6,0.15,5,3,33,0.625,6.6,0.12195121951219512
mohammad,0.6,0.2,5,3,33,0.625,6.6,0.12195121951219512
mohammad,0.6,0.25,5,3,35,0.625,7.0,0.11627906976744186
mohammad,0.6,0.3,5,3,36,0.625,7.2,0.11363636363636363
mohammad,0.6,0.35,5,3,36,0.625,7.2,0.11363636363636363
mohammad,0.6,0.4,5,3,37,0.625,7.4,0.1111111111111111
mohammad,0.6,0.45,5,3,37,0.625,7.4,0.1111111111111111
mohammad,0.65,0.1,5,3,29,0.625,5.8,0.13513513513513514
mohammad,0.65,0.15,5,3,29,0.625,5.8,0.13513513513513514
mohammad,0.65,0.2,5,3,31,0.625,6.2,0.1282051282051282
mohammad,0.65,0.25,5,3,32,0.625,6.4,0.125
mohammad,0.65,0.3,5,3,32,0.625,6.4,0.125
mohammad,0.65,0.35,5,3,33,0.625,6.6,0.12195121951219512
mohammad,0.65,0.4,5,3,35,0.625,7.0,0.11627906976744186
mohammad,0.65,0.45,5,3,35,0.625,7.0,0.11627906976744186
mohammad,0.7,0.1,5,3,26,0.625,5.2,0.14705882352941177
mohammad,0.7,0.15,5,3,26,0.625,5.2,0.14705882352941177
mohammad,0.7,0.2,5,3,27,0.625,5.4,0.14285714285714285
mohammad,0.7,0.25,5,3,28,0.625,5.6,0.1388888888888889
mohammad,0.7,0.3,5,3,28,0.625,5.6,0.1388888888888889
mohammad,0.7,0.35,5,3,30,0.625,6.0,0.13157894736842105
mohammad,0.7,0.4,5,3,33,0.625,6.6,0.12195121951219512
mohammad,0.7,0.45,5,3,33,0.625,6.6,0.12195121951219512
mohammad,0.75,0.1,5,3,26,0.625,5.2,0.14705882352941177
mohammad,0.75,0.15,5,3,26,0.625,5.2,0.14705882352941177
mohammad,0.75,0.2,5,3,27,0.625,5.4,0.14285714285714285
mohammad,0.75,0.25,5,3,30,0.625,6.0,0.13157894736842105
mohammad,0.75,0.3,5,3,30,0.625,6.0,0.13157894736842105
mohammad,0.75,0.35,5,3,31,0.625,6.2,0.1282051282051282
mohammad,0.75,0.4,5,3,32,0.625,6.4,0.125
mohammad,0.75,0.45,5,3,34,0.625,6.8,0.11904761904761904
mohammad,0.8,0.1,5,3,23,0.625,4.6,0.16129032258064516
mohammad,0.8,0.15,5,3,24,0.625,4.8,0.15625
mohammad,0.8,0.2,5,3,25,0.625,5.0,0.15151515151515152
mohammad,0.8,0.25,5,3,28,0.625,5.6,0.1388888888888889
mohammad,0.8,0.3,5,3,28,0.625,5.6,0.1388888888888889
mohammad,0.8,0.35,5,3,30,0.625,6.0,0.13157894736842105
mohammad,0.8,0.4,5,3,31,0.625,6.2,0.1282051282051282
mohammad,0.8,0.45,5,3,32,0.625,6.4,0.125
mohammad,0.85,0.1,5,3,23,0.625,4.6,0.16129032258064516
mohammad,0.85,0.15,5,3,23,0.625,4.6,0.16129032258064516
mohammad,0.85,0.2,5,3,23,0.625,4.6,0.16129032258064516
mohammad,0.85,0.25,5,3,25,0.625,5.0,0.15151515151515152
mohammad,0.85,0.3,5,3,26,0.625,5.2,0.14705882352941177
mohammad,0.85,0.35,5,3,26,0.625,5.2,0.14705882352941177
mohammad,0.85,0.4,5,3,27,0.625,5.4,0.14285714285714285
mohammad,0.85,0.45,5,3,28,0.625,5.6,0.1388888888888889
