day,proba,labels
10,0.048232824,0
10,0.049035072,0
10,0.06089714,0
10,0.06992862,0
10,0.07304484,0
10,0.07651612,0
10,0.0907149,0
10,0.08942911,0
10,0.10209423,0
10,0.11335561,0
10,0.11041817,0
10,0.0968914,0
10,0.087769926,0
10,0.09068006,0
10,0.08649969,0
10,0.08232537,0
10,0.07945818,0
10,0.08125037,0
10,0.09227726,0
10,0.09076816,0
10,0.08716637,0
10,0.09423894,0
10,0.070019215,0
10,0.081769735,0
10,0.076441735,0
10,0.09725818,0
10,0.10259059,0
10,0.09546664,0
10,0.1237649,0
10,0.12419227,0
10,0.12106964,0
10,0.11950001,0
10,0.10766637,0
10,0.105439216,0
10,0.10394138,0
10,0.10007548,0
10,0.10026023,0
10,0.09232059,0
10,0.10531059,0
10,0.09405038,0
10,0.115008116,0
10,0.15404564,0
10,0.15659359,0
10,0.15015379,0
10,0.12227452,0
10,0.10993424,0
10,0.10362369,0
10,0.10291681,0
10,0.09669289,0
10,0.097087055,0
10,0.097355604,0
10,0.0976024,0
10,0.09137869,0
10,0.08868846,0
10,0.09221107,0
10,0.09229258,0
10,0.08718768,0
10,0.079601616,0
10,0.094014674,0
10,0.0961352,0
10,0.09456754,0
10,0.07902098,0
10,0.06849867,0
10,0.072713345,0
10,0.085865945,0
10,0.086968005,0
10,0.07991749,0
10,0.07721025,0
10,0.07250911,0
10,0.0685927,0
10,0.07597703,0
10,0.062888294,0
10,0.06463736,0
10,0.054445237,0
10,0.049313992,0
10,0.045737386,0
10,0.058674723,0
10,0.050582886,0
10,0.054504752,0
10,0.049593747,0
10,0.0490402,0
10,0.047639996,0
10,0.050374657,0
10,0.05169636,0
10,0.054165483,0
10,0.05875343,0
10,0.07959759,0
10,0.079972506,0
10,0.07872832,0
10,0.068958074,0
10,0.08329454,0
10,0.08482844,0
10,0.09239814,0
10,0.08886808,0
10,0.07547599,0
10,0.079389125,0
10,0.0587205,0
10,0.05943179,0
10,0.05933222,0
10,0.049072444,0
10,0.052269757,0
10,0.052687317,0
10,0.053071946,0
10,0.054831415,0
10,0.053925842,0
10,0.05591497,0
10,0.05493608,0
10,0.054800868,0
10,0.055393577,0
10,0.049315184,0
10,0.054946274,0
10,0.038820982,0
10,0.033113092,0
10,0.028946966,0
10,0.028963715,0
10,0.031401247,0
10,0.032536834,0
10,0.029542416,0
10,0.032192916,0
10,0.033442438,0
10,0.03152117,0
10,0.029150337,0
10,0.029781878,0
10,0.0303787,0
10,0.026544243,0
10,0.024145722,0
10,0.024297625,0
10,0.0242804,0
10,0.02479589,0
10,0.021135181,0
10,0.023271292,0
10,0.023553133,0
10,0.024680406,0
10,0.030072957,0
10,0.037811667,0
10,0.04079455,0
10,0.054219663,0
10,0.05457154,0
10,0.05364093,0
10,0.05684629,0
10,0.056473017,0
10,0.053348005,0
10,0.055793613,0
10,0.06167066,0
10,0.06399584,0
10,0.06020558,0
10,0.059673548,0
10,0.044173837,0
10,0.048191726,0
10,0.048702,0
10,0.049330413,0
10,0.050446212,0
10,0.06079966,0
10,0.054163247,0
10,0.05976984,0
10,0.064992845,0
10,0.07048577,0
10,0.052395582,0
10,0.05112356,0
10,0.04968834,0
10,0.04551971,0
10,0.038269907,0
10,0.040960014,0
10,0.034695297,0
10,0.042944044,0
10,0.042759955,0
10,0.043362647,0
10,0.052440077,0
10,0.052865773,0
10,0.050160438,0
10,0.050255656,0
10,0.04884982,0
10,0.049838454,0
10,0.04853049,0
10,0.04789993,0
10,0.046835214,0
10,0.047038913,0
10,0.045484036,0
10,0.046321213,0
10,0.049641103,0
10,0.052702695,0
10,0.051385224,0
10,0.049974084,0
10,0.045259148,0
10,0.048472136,0
10,0.04665345,0
10,0.047785163,0
10,0.05368471,0
10,0.055577725,0
10,0.052267164,0
10,0.049378335,0
10,0.049943745,0
10,0.051175088,0
10,0.053134114,0
10,0.059709013,0
10,0.065835655,0
10,0.07250288,0
10,0.07970768,0
10,0.09815562,0
10,0.09745479,0
10,0.11663768,0
10,0.102455795,0
10,0.09994441,0
10,0.098736465,0
10,0.08724558,0
10,0.06880331,0
10,0.067695916,0
10,0.050007433,0
10,0.048131794,0
10,0.04524085,0
10,0.044110954,0
10,0.040711313,0
10,0.04067713,0
10,0.03970453,0
10,0.040858746,0
10,0.04165718,0
10,0.04222521,0
10,0.048042536,0
10,0.048493028,0
10,0.048193842,0
10,0.045227706,0
10,0.040732205,0
10,0.06411457,0
10,0.071171045,0
10,0.0775449,0
10,0.07279414,0
10,0.060439885,0
10,0.059497982,0
10,0.063076764,0
10,0.06506652,0
10,0.067545,0
10,0.07089415,0
10,0.071095675,0
10,0.07332939,0
10,0.072948664,0
10,0.06574991,0
10,0.0668475,0
10,0.0692825,0
10,0.058112085,0
10,0.057964057,0
10,0.060672164,0
10,0.062026322,0
10,0.0629603,0
10,0.06547472,0
10,0.070307285,0
10,0.073949575,0
10,0.07505724,0
10,0.082531065,0
10,0.073909044,0
10,0.08344367,0
10,0.09144136,0
10,0.096850306,0
10,0.104543716,0
10,0.1295233,0
10,0.17753923,0
10,0.19436237,0
10,0.18885896,0
10,0.19589284,0
10,0.20990875,0
10,0.31315184,0
10,0.3484255,0
10,0.3491959,0
10,0.43941873,0
10,0.45026034,0
10,0.42727348,0
10,0.4053772,0
10,0.3872542,0
10,0.3622511,0
10,0.32207447,0
10,0.29375422,0
10,0.27649793,0
10,0.25853342,0
10,0.28873494,0
10,0.3110624,0
10,0.31511125,0
10,0.37741995,0
10,0.41256866,0
10,0.45664722,0
10,0.5116351,0
10,0.62330616,1
10,0.6651149,1
10,0.7123046,1
10,0.72918093,1
10,0.76017195,1
10,0.7664269,1
10,0.79759437,1
10,0.8045809,1
10,0.8150703,1
10,0.8278252,1
10,0.8263923,1
10,0.8328409,1
10,0.8430859,1
10,0.8483465,1
10,0.7237209,1
10,0.6949489,1
10,0.67491466,1
10,0.66729546,1
10,0.7477595,1
10,0.76797664,1
10,0.8007611,1
10,0.8099463,1
10,0.81657386,1
10,0.82037,1
10,0.81922513,1
10,0.80413824,1
10,0.8276439,1
10,0.817783,1
10,0.8672169,1
10,0.86216116,1
10,0.8772496,1
10,0.8786266,1
10,0.89606696,1
10,0.8943752,1
10,0.8921089,1
10,0.88711,1
10,0.88543135,1
10,0.88652897,1
10,0.8885989,1
10,0.88762736,1
10,0.89797527,1
10,0.9012543,1
10,0.90068984,1
10,0.9088673,1
10,0.9048344,1
10,0.9227656,1
10,0.9082736,1
10,0.90881634,1
10,0.91404223,1
10,0.9139193,1
10,0.9090409,1
10,0.87681615,1
10,0.87831783,1
10,0.8811596,1
10,0.86724925,1
10,0.8734044,1
10,0.8724339,1
10,0.8796731,1
10,0.88403416,1
10,0.8900907,1
10,0.8940827,1
10,0.8917719,1
10,0.8944186,1
10,0.89430547,1
10,0.8880466,1
10,0.8867314,1
10,0.87831193,1
10,0.8570982,1
10,0.82906294,1
10,0.79486775,1
10,0.7882675,1
10,0.7721916,1
10,0.77950263,1
10,0.7644198,1
10,0.7620458,1
10,0.75392807,1
10,0.7414268,1
10,0.6988362,1
10,0.69388235,1
10,0.70014197,1
10,0.6466,1
10,0.6478725,1
10,0.66597974,1
10,0.683384,1
10,0.6939087,1
10,0.7015044,1
10,0.711982,1
10,0.712121,1
10,0.6597897,1
10,0.60904765,1
10,0.5403399,1
10,0.51918674,1
10,0.4965187,1
10,0.48537064,1
10,0.4722972,1
10,0.47878906,1
10,0.46921864,0
10,0.4165801,0
10,0.3971196,0
10,0.32254037,0
10,0.3186671,0
10,0.30940855,0
10,0.30655658,0
10,0.2591104,0
10,0.26132149,0
10,0.31725287,0
10,0.3443891,0
10,0.3285374,0
10,0.3309803,0
10,0.33447433,0
10,0.35189843,0
10,0.34496468,0
10,0.29923216,0
10,0.2621108,0
10,0.23092318,0
10,0.18517938,0
10,0.13916317,0
10,0.13872054,0
10,0.14740431,0
10,0.14254811,0
10,0.14128613,0
10,0.12878364,0
10,0.12717873,0
10,0.12694171,0
10,0.12600607,0
10,0.122389704,0
10,0.12018305,0
10,0.11868423,0
10,0.114367515,0
10,0.10103795,0
10,0.10515055,0
10,0.09804937,0
10,0.10334048,0
10,0.102487415,0
10,0.10264993,0
10,0.10092914,0
10,0.101042956,0
10,0.10096726,0
10,0.10101068,0
10,0.10087106,0
10,0.101142526,0
10,0.098948,0
10,0.09802258,0
10,0.0963954,0
10,0.09661791,0
10,0.09646538,0
10,0.096179694,0
10,0.096147865,0
10,0.09614816,0
10,0.09584695,0
10,0.09592408,0
10,0.095786184,0
10,0.095223784,0
10,0.08443192,0
10,0.08345702,0
10,0.083563715,0
10,0.0839445,0
10,0.084129006,0
10,0.088086486,0
10,0.09043783,0
10,0.09297633,0
10,0.094159454,0
10,0.09582102,0
10,0.09716657,0
10,0.10025513,0
10,0.103527755,0
10,0.1033805,0
10,0.10367072,0
10,0.109959394,0
10,0.1105946,0
10,0.1109671,0
10,0.113982856,0
10,0.115481436,0
10,0.11625302,0
10,0.11373001,0
10,0.11586675,0
10,0.09669244,0
10,0.092464566,0
10,0.08981317,0
10,0.08750391,0
10,0.094037324,0
10,0.09338015,0
10,0.09255272,0
10,0.09516373,0
10,0.09791142,0
10,0.09764704,0
10,0.10048163,0
10,0.1014494,0
10,0.101508945,0
10,0.09372684,0
10,0.093759626,0
10,0.0942629,0
10,0.09637448,0
10,0.09483001,0
10,0.09524858,0
10,0.09424412,0
10,0.10318872,0
10,0.10359281,0
10,0.10353738,0
10,0.10279679,0
10,0.10241479,0
10,0.10167089,0
10,0.10127339,0
10,0.10060632,0
10,0.100342184,0
10,0.09953961,0
10,0.0990074,0
10,0.09844419,0
10,0.097691655,0
10,0.09707546,0
10,0.09767774,0
10,0.09790856,0
10,0.0881398,0
10,0.080654174,0
10,0.07616016,0
10,0.08456653,0
10,0.08646172,0
10,0.09422603,0
10,0.09464458,0
10,0.0945431,0
10,0.09497294,0
10,0.09568682,0
10,0.09685069,0
10,0.10070869,0
10,0.10054988,0
10,0.09959957,0
10,0.10022673,0
10,0.100685,0
10,0.100987345,0
10,0.10127053,0
10,0.101952404,0
10,0.10208449,0
10,0.10182959,0
10,0.102268875,0
10,0.10261381,0
10,0.10077262,0
10,0.09889236,0
10,0.09899446,0
10,0.098983705,0
10,0.10588652,0
10,0.10613683,0
10,0.10733771,0
10,0.10431251,0
10,0.103672504,0
10,0.10363948,0
10,0.105263025,0
10,0.10101923,0
10,0.09928438,0
10,0.098998904,0
10,0.10171467,0
10,0.10442865,0
10,0.08953464,0
10,0.09050849,0
10,0.093025774,0
10,0.089336514,0
10,0.08750701,0
10,0.08773738,0
10,0.08487052,0
10,0.08341861,0
10,0.08307096,0
10,0.08359742,0
10,0.08384022,0
10,0.08264366,0
10,0.081501424,0
10,0.08155927,0
10,0.079726905,0
10,0.0782558,0
10,0.073060036,0
10,0.07279083,0
10,0.07311672,0
10,0.07413381,0
10,0.07531142,0
10,0.076020926,0
10,0.07642174,0
10,0.076709926,0
10,0.07702184,0
10,0.077684045,0
10,0.078182906,0
10,0.07859561,0
10,0.07929298,0
10,0.08280593,0
10,0.08225143,0
10,0.08205363,0
10,0.09464809,0
10,0.101707995,0
10,0.10397905,0
10,0.09505606,0
10,0.093631744,0
10,0.085977376,0
10,0.0858939,0
10,0.086375326,0
10,0.08636078,0
10,0.08735782,0
10,0.08558887,0
10,0.083318174,0
10,0.082785636,0
10,0.08295828,0
10,0.08295712,0
10,0.08308777,0
10,0.08296338,0
10,0.08365026,0
10,0.082978964,0
10,0.084126145,0
10,0.08373478,0
10,0.084041625,0
10,0.0834918,0
10,0.08377507,0
10,0.083669424,0
10,0.0838947,0
10,0.08206701,0
10,0.07387334,0
10,0.07321763,0
10,0.07297,0
10,0.07276124,0
10,0.07326108,0
10,0.074117064,0
10,0.072024554,0
10,0.07152918,0
10,0.072163254,0
10,0.07221374,0
10,0.07010132,0
10,0.0688951,0
10,0.06894943,0
10,0.06755862,0
10,0.067879885,0
10,0.068734616,0
10,0.062307924,0
10,0.04901868,0
10,0.04633236,0
10,0.065929055,0
10,0.07749495,0
10,0.07192516,0
10,0.06633437,0
10,0.06587601,0
10,0.06185466,0
10,0.070073456,0
10,0.067493856,0
10,0.067397386,0
10,0.06845176,0
10,0.06311008,0
10,0.05906719,0
10,0.0767988,0
10,0.069399565,0
10,0.064849496,0
10,0.06093341,0
10,0.05590099,0
10,0.061808765,0
10,0.07005492,0
10,0.07026994,0
10,0.06989735,0
10,0.070438355,0
10,0.0691537,0
10,0.07016832,0
10,0.07052755,0
10,0.07000074,0
10,0.07000542,0
10,0.069918156,0
10,0.07020655,0
10,0.06937328,0
10,0.06874201,0
10,0.07034534,0
10,0.0710195,0
10,0.07045981,0
10,0.0716832,0
10,0.074572444,0
10,0.07571679,0
10,0.075359136,0
10,0.0753912,0
10,0.07609829,0
10,0.07719368,0
10,0.07394889,0
10,0.07846227,0
10,0.080481976,0
10,0.07882103,0
10,0.07853168,0
10,0.07479173,0
10,0.070127845,0
10,0.07424906,0
10,0.07238498,0
10,0.09767407,0
10,0.09651634,0
10,0.096200556,0
10,0.09636149,0
10,0.098225415,0
10,0.09212464,0
10,0.098927945,0
10,0.09651387,0
10,0.09499344,0
10,0.09038007,0
10,0.086877525,0
10,0.09543094,0
10,0.09005189,0
10,0.10382861,0
10,0.12289712,0
10,0.113776565,0
10,0.11038387,0
10,0.112318814,0
10,0.12753168,0
10,0.14990923,0
10,0.14055163,0
10,0.09334037,0
10,0.08758345,0
10,0.096057534,0
10,0.108790725,0
10,0.102989495,0
10,0.10156798,0
10,0.09341994,0
10,0.10324749,0
10,0.094774455,0
10,0.12206796,0
10,0.12037161,0
10,0.13314441,0
10,0.09997401,0
10,0.108775556,0
10,0.11339402,0
10,0.12806323,0
10,0.13465697,0
10,0.12576488,0
10,0.10558677,0
10,0.101956755,0
10,0.10435197,0
10,0.098425716,0
10,0.09814975,0
10,0.09825775,0
10,0.09799427,0
10,0.10555208,0
10,0.098294795,0
10,0.08872312,0
10,0.08639789,0
10,0.08002707,0
10,0.090538144,0
10,0.084376514,0
10,0.08508074,0
10,0.08712813,0
10,0.08423999,0
10,0.081721425,0
10,0.08203849,0
10,0.08186656,0
10,0.081330895,0
10,0.080720425,0
10,0.07828218,0
10,0.08171046,0
10,0.07454193,0
10,0.07473141,0
10,0.07632923,0
10,0.07629815,0
10,0.07996443,0
10,0.085873544,0
10,0.0834983,0
10,0.06983414,0
10,0.052862883,0
10,0.07982379,0
10,0.077195376,0
10,0.06808278,0
10,0.06406355,0
10,0.06431636,0
10,0.047302097,0
10,0.06922579,0
10,0.07320562,0
10,0.083233446,0
10,0.07609728,0
10,0.072873,0
10,0.07441774,0
10,0.063572556,0
10,0.056536913,0
10,0.061947346,0
10,0.06486574,0
10,0.061125606,0
10,0.05670014,0
10,0.05412352,0
10,0.052038968,0
10,0.055769563,0
10,0.05131352,0
10,0.05342233,0
10,0.05789426,0
10,0.05992344,0
10,0.055141896,0
10,0.054300457,0
10,0.047695488,0
10,0.049595624,0
10,0.040159643,0
10,0.043811917,0
10,0.04040724,0
10,0.043097496,0
10,0.041348904,0
10,0.040382832,0
10,0.040370345,0
10,0.040266246,0
10,0.03997743,0
10,0.039435476,0
10,0.037864774,0
10,0.03908488,0
10,0.037816107,0
10,0.03821227,0
10,0.038095206,0
10,0.03533292,0
10,0.040245026,0
10,0.039242238,0
10,0.041346222,0
10,0.04328856,0
10,0.040615678,0
10,0.039072275,0
10,0.03716281,0
10,0.036096424,0
10,0.0366098,0
10,0.037985295,0
10,0.03723967,0
10,0.038273603,0
10,0.036761045,0
10,0.04260564,0
10,0.039677262,0
10,0.04291439,0
10,0.043091506,0
10,0.053931385,0
10,0.051784217,0
10,0.05197233,0
10,0.04966843,0
10,0.060117334,0
10,0.0711897,0
10,0.075203925,0
10,0.088434786,0
10,0.09315041,0
10,0.06593639,0
10,0.06819078,0
10,0.069768906,0
10,0.06980035,0
10,0.0709638,0
10,0.085873514,0
10,0.05613166,0
10,0.05539292,0
10,0.046284348,0
10,0.046722382,0
10,0.045404166,0
10,0.041000873,0
10,0.040667742,0
10,0.03984317,0
10,0.037525535,0
10,0.037939876,0
10,0.036515296,0
10,0.040088475,0
10,0.039657503,0
10,0.038812816,0
10,0.038790077,0
10,0.03987363,0
10,0.03386131,0
10,0.02892068,0
10,0.031845182,0
10,0.03416902,0
10,0.035292536,0
10,0.040476114,0
10,0.039299577,0
10,0.038776457,0
10,0.03675604,0
10,0.038895577,0
10,0.0366565,0
10,0.036305815,0
10,0.03633502,0
10,0.03280112,0
10,0.031573564,0
10,0.032871425,0
10,0.03463316,0
10,0.0345442,0
10,0.031327546,0
10,0.032151252,0
10,0.030150563,0
10,0.029070765,0
10,0.03022027,0
10,0.029507995,0
10,0.028862476,0
10,0.023279786,0
10,0.02171275,0
10,0.0218184,0
10,0.021254122,0
10,0.024344712,0
10,0.024609119,0
10,0.022568375,0
10,0.02608779,0
10,0.026336432,0
10,0.023641318,0
10,0.022184044,0
10,0.020180106,0
10,0.020825058,0
10,0.02167058,0
10,0.02032122,0
10,0.016782641,0
10,0.015720636,0
10,0.0169397,0
10,0.017258167,0
10,0.0136271715,0
10,0.012029111,0
10,0.011847377,0
10,0.011592388,0
10,0.012500852,0
10,0.01427871,0
10,0.01487419,0
10,0.014817119,0
10,0.015894651,0
10,0.015659273,0
10,0.016347826,0
10,0.016696066,0
10,0.017585605,0
10,0.018972605,0
10,0.021945834,0
10,0.025169611,0
10,0.028058052,0
10,0.028074771,0
10,0.02936551,0
10,0.03022188,0
10,0.033887327,0
10,0.03627646,0
10,0.037400216,0
10,0.038802862,0
10,0.041990906,0
10,0.039637804,0
10,0.04524356,0
10,0.049517244,0
10,0.04886383,0
10,0.042244226,0
10,0.040991634,0
10,0.041110963,0
10,0.036942422,0
10,0.035369575,0
10,0.035348684,0
10,0.036289334,0
10,0.0331268,0
10,0.032223433,0
10,0.032352537,0
10,0.034812808,0
10,0.03780338,0
10,0.042356312,0
10,0.03966233,0
10,0.041550756,0
10,0.042041987,0
10,0.0463686,0
10,0.048245758,0
10,0.056236476,0
10,0.06729302,0
10,0.068751514,0
10,0.07070896,0
10,0.07116249,0
10,0.08326256,0
10,0.092922956,0
10,0.090275496,0
10,0.093693316,0
10,0.09078348,0
10,0.08904746,0
10,0.080399185,0
10,0.06506276,0
10,0.06726578,0
10,0.073438495,0
10,0.07232675,0
10,0.06766474,0
10,0.05730903,0
10,0.056240767,0
10,0.04897356,0
10,0.05144334,0
10,0.05587727,0
10,0.053141415,0
10,0.054842323,0
10,0.05387047,0
10,0.05071163,0
10,0.044809997,0
10,0.039057195,0
10,0.034038126,0
10,0.03059876,0
10,0.03025338,0
10,0.03138587,0
10,0.03370139,0
10,0.0338327,0
10,0.032772154,0
10,0.03249216,0
10,0.03215325,0
10,0.030086905,0
10,0.027462602,0
10,0.022468895,0
10,0.022251755,0
10,0.021286547,0
10,0.020280123,0
10,0.019465208,0
10,0.01659587,0
10,0.016905218,0
10,0.018191665,0
10,0.017509878,0
10,0.018237144,0
10,0.018229067,0
10,0.017773837,0
10,0.017654896,0
10,0.020857006,0
10,0.021584451,0
10,0.02137667,0
10,0.02146998,0
10,0.022421509,0
10,0.023855865,0
10,0.025580615,0
10,0.026352376,0
10,0.027317286,0
10,0.027267694,0
10,0.029709607,0
10,0.026909322,0
10,0.026321173,0
10,0.024045289,0
10,0.02556476,0
10,0.024731278,0
10,0.02596569,0
10,0.024980456,0
10,0.02387175,0
10,0.021199405,0
10,0.018155932,0
10,0.01667285,0
10,0.014878541,0
10,0.015020907,0
10,0.016896576,0
10,0.017996758,0
10,0.016537309,0
10,0.014977574,0
10,0.015523821,0
10,0.016264379,0
10,0.018251568,0
10,0.018706858,0
10,0.024204135,0
10,0.029726833,0
10,0.032871217,0
10,0.03590721,0
10,0.045313776,0
10,0.05922419,0
10,0.07075995,0
10,0.070221454,0
10,0.07046956,0
10,0.07620132,0
10,0.08303362,0
10,0.08190888,0
10,0.08874199,0
10,0.0985468,0
10,0.1065163,0
10,0.11799434,0
10,0.108047724,0
10,0.09538716,0
10,0.08745897,0
10,0.08477974,0
10,0.08435124,0
10,0.08460653,0
10,0.08460331,0
10,0.09271273,0
10,0.09617752,0
10,0.10945904,0
10,0.12922138,0
10,0.118412584,0
10,0.124501675,0
10,0.13248613,0
10,0.1427677,0
10,0.14742327,0
